tick=0 subject=world event=world_initialized result=width:128,height:128,territories:2
tick=899 subject=M07 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=899 subject=M08 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=899 subject=M09 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=899 subject=M10 event=survival_changed result=health:100->100,satiety:87->86,energy:37->36
tick=899 subject=M11 event=survival_changed result=health:100->100,satiety:92->91,energy:42->41
tick=899 subject=M12 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=900 subject=M01 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=900 subject=M03 event=survival_changed result=health:100->100,satiety:36->35,energy:36->35
tick=900 subject=M04 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=900 subject=M05 event=survival_changed result=health:100->100,satiety:46->45,energy:36->35
tick=900 subject=M06 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=900 subject=M07 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=900 subject=M08 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=900 subject=M09 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=900 subject=M10 event=survival_changed result=health:100->100,satiety:86->85,energy:36->35
tick=900 subject=M11 event=survival_changed result=health:100->100,satiety:91->90,energy:41->40
tick=900 subject=M12 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=900 subject=A event=food_regenerated result=food:F0435,class:high,position:113:53
tick=900 subject=B event=food_regenerated result=food:F0436,class:medium,position:91:114
tick=900 subject=B event=food_regenerated result=food:F0437,class:low,position:116:69
tick=901 subject=M01 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=901 subject=M03 event=survival_changed result=health:100->100,satiety:35->34,energy:35->34
tick=901 subject=M04 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=901 subject=M05 event=survival_changed result=health:100->100,satiety:45->44,energy:35->34
tick=901 subject=M06 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=901 subject=M07 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=901 subject=M08 event=survival_changed result=health:100->100,satiety:55->54,energy:35->34
tick=901 subject=M09 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=901 subject=M10 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=901 subject=M11 event=survival_changed result=health:100->100,satiety:90->89,energy:40->39
tick=901 subject=M12 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=902 subject=M01 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=902 subject=M03 event=survival_changed result=health:100->100,satiety:34->33,energy:34->33
tick=902 subject=M04 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=902 subject=M05 event=survival_changed result=health:100->100,satiety:44->43,energy:34->33
tick=902 subject=M06 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=902 subject=M07 event=food_consumed result=food:F0401,class:low,satiety:74->89,energy:34->39
tick=902 subject=M07 event=survival_changed result=health:100->100,satiety:89->88,energy:39->38
tick=902 subject=M08 event=survival_changed result=health:100->100,satiety:54->53,energy:34->33
tick=902 subject=M09 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=902 subject=M10 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=902 subject=M11 event=survival_changed result=health:100->100,satiety:89->88,energy:39->38
tick=902 subject=M12 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=903 subject=M01 event=food_consumed result=food:F0421,class:medium,satiety:63->93,energy:23->33
tick=903 subject=M01 event=survival_changed result=health:100->100,satiety:93->92,energy:33->32
tick=903 subject=M03 event=survival_changed result=health:100->100,satiety:33->32,energy:33->32
tick=903 subject=M04 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=903 subject=M05 event=survival_changed result=health:100->100,satiety:43->42,energy:33->32
tick=903 subject=M06 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=903 subject=M07 event=survival_changed result=health:100->100,satiety:88->87,energy:38->37
tick=903 subject=M08 event=survival_changed result=health:100->100,satiety:53->52,energy:33->32
tick=903 subject=M09 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=903 subject=M10 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=903 subject=M11 event=survival_changed result=health:100->100,satiety:88->87,energy:38->37
tick=903 subject=M12 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=904 subject=M01 event=survival_changed result=health:100->100,satiety:92->91,energy:32->31
tick=904 subject=M03 event=survival_changed result=health:100->100,satiety:32->31,energy:32->31
tick=904 subject=M04 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=904 subject=M05 event=survival_changed result=health:100->100,satiety:42->41,energy:32->31
tick=904 subject=M06 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=904 subject=M07 event=survival_changed result=health:100->100,satiety:87->86,energy:37->36
tick=904 subject=M08 event=survival_changed result=health:100->100,satiety:52->51,energy:32->31
tick=904 subject=M09 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=904 subject=M10 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=904 subject=M11 event=survival_changed result=health:100->100,satiety:87->86,energy:37->36
tick=904 subject=M12 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=905 subject=M01 event=survival_changed result=health:100->100,satiety:91->90,energy:31->30
tick=905 subject=M03 event=survival_changed result=health:100->100,satiety:31->30,energy:31->30
tick=905 subject=M04 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=905 subject=M05 event=survival_changed result=health:100->100,satiety:41->40,energy:31->30
tick=905 subject=M06 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=905 subject=M07 event=survival_changed result=health:100->100,satiety:86->85,energy:36->35
tick=905 subject=M08 event=survival_changed result=health:100->100,satiety:51->50,energy:31->30
tick=905 subject=M09 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=905 subject=M10 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=905 subject=M11 event=survival_changed result=health:100->100,satiety:86->85,energy:36->35
tick=905 subject=M12 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=906 subject=M01 event=survival_changed result=health:100->100,satiety:90->89,energy:30->29
tick=906 subject=M03 event=survival_changed result=health:100->100,satiety:30->29,energy:30->29
tick=906 subject=M04 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=906 subject=M05 event=survival_changed result=health:100->100,satiety:40->39,energy:30->29
tick=906 subject=M06 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=906 subject=M07 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=906 subject=M08 event=survival_changed result=health:100->100,satiety:50->49,energy:30->29
tick=906 subject=M09 event=food_consumed result=food:F0436,class:medium,satiety:55->85,energy:35->45
tick=906 subject=M09 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=906 subject=M10 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=906 subject=M11 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=906 subject=M12 event=survival_changed result=health:100->100,satiety:55->54,energy:35->34
tick=907 subject=M01 event=survival_changed result=health:100->100,satiety:89->88,energy:29->28
tick=907 subject=M03 event=survival_changed result=health:100->100,satiety:29->28,energy:29->28
tick=907 subject=M04 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=907 subject=M05 event=survival_changed result=health:100->100,satiety:39->38,energy:29->28
tick=907 subject=M06 event=survival_changed result=health:100->100,satiety:64->63,energy:34->33
tick=907 subject=M07 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=907 subject=M08 event=survival_changed result=health:100->100,satiety:49->48,energy:29->28
tick=907 subject=M09 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=907 subject=M10 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=907 subject=M11 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=907 subject=M12 event=survival_changed result=health:100->100,satiety:54->53,energy:34->33
tick=908 subject=M01 event=survival_changed result=health:100->100,satiety:88->87,energy:28->27
tick=908 subject=M03 event=survival_changed result=health:100->100,satiety:28->27,energy:28->27
tick=908 subject=M04 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=908 subject=M05 event=survival_changed result=health:100->100,satiety:38->37,energy:28->27
tick=908 subject=M06 event=survival_changed result=health:100->100,satiety:63->62,energy:33->32
tick=908 subject=M07 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=908 subject=M08 event=survival_changed result=health:100->100,satiety:48->47,energy:28->27
tick=908 subject=M09 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=908 subject=M10 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=908 subject=M11 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=908 subject=M12 event=survival_changed result=health:100->100,satiety:53->52,energy:33->32
tick=909 subject=M01 event=survival_changed result=health:100->100,satiety:87->86,energy:27->26
tick=909 subject=M03 event=survival_changed result=health:100->100,satiety:27->26,energy:27->26
tick=909 subject=M04 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=909 subject=M05 event=survival_changed result=health:100->100,satiety:37->36,energy:27->26
tick=909 subject=M06 event=survival_changed result=health:100->100,satiety:62->61,energy:32->31
tick=909 subject=M07 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=909 subject=M08 event=survival_changed result=health:100->100,satiety:47->46,energy:27->26
tick=909 subject=M09 event=survival_changed result=health:100->100,satiety:82->81,energy:42->41
tick=909 subject=M10 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=909 subject=M11 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=909 subject=M12 event=survival_changed result=health:100->100,satiety:52->51,energy:32->31
tick=910 subject=M01 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=910 subject=M03 event=survival_changed result=health:100->100,satiety:26->25,energy:26->25
tick=910 subject=M04 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=910 subject=M05 event=survival_changed result=health:100->100,satiety:36->35,energy:26->25
tick=910 subject=M06 event=survival_changed result=health:100->100,satiety:61->60,energy:31->30
tick=910 subject=M07 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=910 subject=M08 event=survival_changed result=health:100->100,satiety:46->45,energy:26->25
